,d,F,T_i,A,p_e,a_opt,rev
131,1,6,5,6,0.01,5,2.7133151666666673
132,1,6,5,7,0.01,5,2.484623700757576
133,1,6,5,8,0.01,5,2.2913630372960374
134,1,6,5,9,0.01,5,2.1259329575424575
135,1,6,5,10,0.01,5,1.982744244755245
136,1,7,5,5,0.01,5,3.4910813333333337
137,1,7,5,6,0.01,5,3.170942901515152
138,1,7,5,7,0.01,5,2.903993389520202
139,1,7,5,8,0.01,5,2.678178941724942
140,1,7,5,9,0.01,5,2.4847709895104897
141,1,7,5,10,0.01,5,2.3173132412587414
142,1,8,5,5,0.01,5,3.9925996
143,1,8,5,6,0.01,5,3.6278590424242427
144,1,8,5,7,0.01,5,3.323248281818182
145,1,8,5,8,0.01,5,3.0652452711732714
146,1,8,5,9,0.01,5,2.8440645114885115
147,1,8,5,10,0.01,5,2.6524412997669002
148,1,9,5,5,0.01,5,4.49254955
149,1,9,5,6,0.01,5,4.08349959090909
150,1,9,5,7,0.01,5,3.7417691795454546
151,1,9,5,8,0.01,5,3.452023942657343
152,1,9,5,9,0.01,5,3.203380510989011
153,1,9,5,10,0.01,5,2.9877909112887115
154,1,10,5,5,0.01,5,4.9924995
155,1,10,5,6,0.01,5,4.537999545454545
156,1,10,5,7,0.01,5,4.159249583333333
157,1,10,5,8,0.01,5,3.8381108111888116
158,1,10,5,9,0.01,5,3.5623344765234766
159,1,10,5,10,0.01,5,3.323031832833833
160,1,5,6,5,0.01,6,2.712315166666667
161,1,5,6,6,0.01,6,2.483623700757576
162,1,5,6,7,0.01,6,2.2903630372960375
163,1,5,6,8,0.01,6,2.1249329575424576
164,1,5,6,9,0.01,6,1.9817442447552451
165,1,5,6,10,0.01,6,1.8566021215659338
166,1,6,6,5,0.01,6,3.2612287974025973
167,1,6,6,6,0.01,6,2.986771982034632
168,1,6,6,7,0.01,6,2.754549698368298
169,1,6,6,8,0.01,6,2.555612557908758
170,1,6,6,9,0.01,6,2.383340717762238
171,1,6,6,10,0.01,6,2.232742040384615
172,1,7,6,5,0.01,6,3.808944172727273
173,1,7,6,6,0.01,6,3.489443537121212
174,1,7,6,7,0.01,6,3.218774238228438
175,1,7,6,8,0.01,6,2.9866619682983684
176,1,7,6,9,0.01,6,2.785505576783217
177,1,7,6,10,0.01,6,2.609558450961538
178,1,8,6,5,0.01,6,4.355199563636363
179,1,8,6,6,0.01,6,3.9910293030303032
180,1,8,6,7,0.01,6,3.6823611393939397
181,1,8,6,8,0.01,6,3.417454338727939
182,1,8,6,9,0.01,6,3.1876984078321677
183,1,8,6,10,0.01,6,2.9866019923076927
184,1,9,6,5,0.01,6,4.900599509090909
185,1,9,6,6,0.01,6,4.49154955
186,1,9,6,7,0.01,6,4.1450355328671336
187,1,9,6,8,0.01,6,3.8476019942057946
188,1,9,6,9,0.01,6,3.5895134009190808
189,1,9,6,10,0.01,6,3.3634924673076925
190,1,10,6,5,0.01,6,5.445999454545454
191,1,10,6,6,0.01,6,4.9914995
192,1,10,6,7,0.01,6,4.606922615384615
193,1,10,6,8,0.01,6,4.2770032707292716
194,1,10,6,9,0.01,6,3.9907357530469536
195,1,10,6,10,0.01,6,3.7399717829670327
196,1,5,7,5,0.01,7,2.9019933895202024
197,1,5,7,6,0.01,7,2.6761789417249418
198,1,5,7,7,0.01,7,2.4827709895104895
199,1,5,7,8,0.01,7,2.315313241258741
200,1,5,7,9,0.01,7,2.168939305288462
201,1,5,7,10,0.01,7,2.0399181119909504
202,1,6,7,5,0.01,7,3.4884435371212126
203,1,6,7,6,0.01,7,3.217774238228438
204,1,6,7,7,0.01,7,2.9856619682983685
205,1,6,7,8,0.01,7,2.7845055767832165
206,1,6,7,9,0.01,7,2.6085584509615383
207,1,6,7,10,0.01,7,2.453398752488688
208,1,7,7,5,0.01,7,4.0734255818181815
209,1,7,7,6,0.01,7,3.7584352500582754
210,1,7,7,7,0.01,7,3.4881047441433566
211,1,7,7,8,0.01,7,3.2536314487490285
212,1,7,7,9,0.01,7,3.048388879763986
213,1,7,7,10,0.01,7,2.8672822326100365
214,1,8,7,5,0.01,7,4.657199533333333
215,1,8,7,6,0.01,7,4.297954024708625
216,1,8,7,7,0.01,7,3.9896575820512825
217,1,8,7,8,0.01,7,3.7221627351670548
218,1,8,7,9,0.01,7,3.487897091958042
219,1,8,7,10,0.01,7,3.2810696979843685
220,1,9,7,5,0.01,7,5.240474475
221,1,9,7,6,0.01,7,4.836668746153846
222,1,9,7,7,0.01,7,4.49035213951049
223,1,9,7,8,0.01,7,4.189935405034965
224,1,9,7,9,0.01,7,3.926813278234266
225,1,9,7,10,0.01,7,3.6944458854997944
226,1,10,7,5,0.01,7,5.823749416666667
227,1,10,7,6,0.01,7,5.375076384615385
228,1,10,7,7,0.01,7,4.9904995
229,1,10,7,8,0.01,7,4.657067926340327
230,1,10,7,9,0.01,7,4.3651101005244755
231,1,10,7,10,0.01,7,4.107288440353764
232,1,5,8,5,0.01,8,3.0622452711732713
233,1,5,8,6,0.01,8,2.8410645114885114
234,1,5,8,7,0.01,8,2.6494412997669
235,1,5,8,8,0.01,8,2.4818772705128205
236,1,5,8,9,0.01,8,2.3341417574660634
237,1,5,8,10,0.01,8,2.202931248366013
238,1,6,8,5,0.01,8,3.6803611393939395
239,1,6,8,6,0.01,8,3.4154543387279386
240,1,6,8,7,0.01,8,3.185698407832168
241,1,6,8,8,0.01,8,2.9846019923076925
242,1,6,8,9,0.01,8,2.8071697375565607
243,1,6,8,10,0.01,8,2.649493744193062
244,1,7,8,5,0.01,8,4.296954024708625
245,1,7,8,6,0.01,8,3.988657582051282
246,1,7,8,7,0.01,8,3.721162735167055
247,1,7,8,8,0.01,8,3.486897091958042
248,1,7,8,9,0.01,8,3.280069697984368
249,1,7,8,10,0.01,8,3.0961641578179986
250,1,8,8,5,0.01,8,4.912584123076923
251,1,8,8,6,0.01,8,4.560795495437896
252,1,8,8,7,0.01,8,4.255655274965035
253,1,8,8,8,0.01,8,3.9884090050660452
254,1,8,8,9,0.01,8,3.752403398897573
255,1,8,8,10,0.01,8,3.5424773096028153
256,1,9,8,5,0.01,8,5.527907138461539
257,1,9,8,6,0.01,8,5.132342342857143
258,1,9,8,7,0.01,8,4.789414234405595
259,1,9,8,8,0.01,8,4.489174819720279
260,1,9,8,9,0.01,8,4.224063506079802
261,1,9,8,10,0.01,8,3.9882334524886875
262,1,10,8,5,0.01,8,6.143230153846154
263,1,10,8,6,0.01,8,5.703713714285715
264,1,10,8,7,0.01,8,5.322799466666667
265,1,10,8,8,0.01,8,4.989433696503497
266,1,10,8,9,0.01,8,4.695163768983957
267,1,10,8,10,0.01,8,4.433441400703871
268,1,5,9,5,0.01,9,3.199380510989011
269,1,5,9,6,0.01,9,2.9837909112887115
270,1,5,9,7,0.01,9,2.7951567548076923
271,1,5,9,8,0.01,9,2.6287734984162894
272,1,5,9,9,0.01,9,2.480957627941177
273,1,5,9,10,0.01,9,2.348787237616099
274,1,6,9,5,0.01,9,3.8446019942057945
275,1,6,9,6,0.01,9,3.586513400919081
276,1,6,9,7,0.01,9,3.3604924673076924
277,1,6,9,8,0.01,9,3.1609622158371047
278,1,6,9,9,0.01,9,2.9835659766968323
279,1,6,9,10,0.01,9,2.824847550773994
280,1,7,9,5,0.01,9,4.48835213951049
281,1,7,9,6,0.01,9,4.187935405034965
282,1,7,9,7,0.01,9,3.924813278234266
283,1,7,9,8,0.01,9,3.692445885499794
284,1,7,9,9,0.01,9,3.4857577917420812
285,1,7,9,10,0.01,9,3.300739754620148
286,1,8,9,5,0.01,9,5.131342342857144
287,1,8,9,6,0.01,9,4.788414234405595
288,1,8,9,7,0.01,9,4.48817481972028
289,1,8,9,8,0.01,9,4.223063506079803
290,1,8,9,9,0.01,9,3.987233452488687
291,1,8,9,10,0.01,9,3.7760858058585374
292,1,9,9,5,0.01,9,5.7741351357142845
293,1,9,9,6,0.01,9,5.38845946
294,1,9,9,7,0.01,9,5.0509340206031474
295,1,9,9,8,0.01,9,4.753002678959276
296,1,9,9,9,0.01,9,4.488033092519539
297,1,9,9,10,0.01,9,4.250812210399662
298,1,10,9,5,0.01,9,6.416927928571429
299,1,10,9,6,0.01,9,5.9883994
300,1,10,9,7,0.01,9,5.6134369374999995
301,1,10,9,8,0.01,9,5.282552868737145
302,1,10,9,9,0.01,9,4.988358318860551
303,1,10,9,10,0.01,9,4.725029252365282
304,1,5,10,5,0.01,10,3.318031832833833
305,1,5,10,6,0.01,10,3.108506256868132
306,1,5,10,7,0.01,10,2.923594785067873
307,1,5,10,8,0.01,10,2.7592496258169934
308,1,5,10,9,0.01,10,2.6122538374613002
309,1,5,10,10,0.01,10,2.4800205375387003
310,1,6,10,5,0.01,10,3.986735753046953
311,1,6,10,6,0.01,10,3.735971782967033
312,1,6,10,7,0.01,10,3.5145133619909505
313,1,6,10,8,0.01,10,3.3175405030165916
314,1,6,10,9,0.01,10,3.1412381207430338
315,1,6,10,10,0.01,10,2.982542835758514
316,1,7,10,5,0.01,10,4.654067926340327
317,1,7,10,6,0.01,10,4.362110100524476
318,1,7,10,7,0.01,10,4.104288440353764
319,1,7,10,8,0.01,10,3.874931465434892
320,1,7,10,9,0.01,10,3.6695769003334124
321,1,7,10,10,0.01,10,3.48465832747678
322,1,8,10,5,0.01,10,5.320799466666666
323,1,8,10,6,0.01,10,4.987433696503496
324,1,8,10,7,0.01,10,4.693163768983957
325,1,8,10,8,0.01,10,4.431441400703871
326,1,8,10,9,0.01,10,4.197121427959038
327,1,8,10,10,0.01,10,3.986103616908788
328,1,9,10,5,0.01,10,5.987399399999999
329,1,9,10,6,0.01,10,5.612436937499999
330,1,9,10,7,0.01,10,5.281552868737145
331,1,9,10,8,0.01,10,4.987358318860551
332,1,9,10,9,0.01,10,4.724029252365281
333,1,9,10,10,0.01,10,4.486920731382472
334,1,10,10,5,0.01,10,6.653999333333334
335,1,10,10,6,0.01,10,6.237374374999999
336,1,10,10,7,0.01,10,5.869764117647059
337,1,10,10,8,0.01,10,5.5429800904748845
338,1,10,10,9,0.01,10,5.250547579098919
339,1,10,10,10,0.01,10,4.987288415732101
340,1,5,1,5,0.02,1,0.8148166666666666
341,1,5,1,6,0.02,1,0.6982714285714285
342,1,5,1,7,0.02,1,0.6108625
343,1,5,1,8,0.02,1,0.5428777777777778
344,1,5,1,9,0.02,1,0.48849
345,1,5,1,10,0.02,1,0.44399090909090905
346,1,6,1,5,0.02,1,0.97798
347,1,6,1,6,0.02,1,0.8381257142857143
348,1,6,1,7,0.02,1,0.733235
349,1,6,1,8,0.02,1,0.6516533333333333
350,1,6,1,9,0.02,1,0.5863879999999999
351,1,6,1,10,0.02,1,0.5329890909090909
352,1,7,1,6,0.02,1,0.97798
353,1,7,1,7,0.02,1,0.8556075
354,1,7,1,8,0.02,1,0.7604288888888888
355,1,7,1,9,0.02,1,0.684286
356,1,7,1,10,0.02,1,0.6219872727272727
357,1,8,1,7,0.02,1,0.97798
358,1,8,1,8,0.02,1,0.8692044444444443
359,1,8,1,9,0.02,1,0.782184
360,1,8,1,10,0.02,1,0.7109854545454546
361,1,9,1,8,0.02,1,0.97798
362,1,9,1,9,0.02,1,0.880082
363,1,9,1,10,0.02,1,0.7999836363636363
364,1,10,1,9,0.02,1,0.97798
365,1,10,1,10,0.02,1,0.8889818181818181
366,1,5,2,5,0.02,2,1.4152281904761903
367,1,5,2,6,0.02,2,1.2357390000000001
368,1,5,2,7,0.02,2,1.0966553333333335
369,1,5,2,8,0.02,2,0.9856998222222222
370,1,5,2,9,0.02,2,0.8951162181818182
371,1,5,2,10,0.02,2,0.819762
372,1,6,2,5,0.02,2,1.7042794285714287
373,1,6,2,6,0.02,2,1.487491
374,1,6,2,7,0.02,2,1.3196563333333333
375,1,6,2,8,0.02,2,1.1858557333333333
376,1,6,2,9,0.02,2,1.0766797818181817
377,1,6,2,10,0.02,2,0.9858979999999999
378,1,7,2,5,0.02,2,1.9951992
379,1,7,2,6,0.02,2,1.7406444
380,1,7,2,7,0.02,2,1.543747311111111
381,1,7,2,8,0.02,2,1.3868836266666666
382,1,7,2,9,0.02,2,1.2589567854545454
383,1,7,2,10,0.02,2,1.1526285333333333
384,1,8,2,6,0.02,2,1.9951992
385,1,8,2,7,0.02,2,1.7689282666666666
386,1,8,2,8,0.02,2,1.5887835022222223
387,1,8,2,9,0.02,2,1.441947229090909
388,1,8,2,10,0.02,2,1.3199536
389,1,9,2,7,0.02,2,1.9951992
390,1,9,2,8,0.02,2,1.7915553600000003
391,1,9,2,9,0.02,2,1.6256511127272728
392,1,9,2,10,0.02,2,1.4878732
393,1,10,2,8,0.02,2,1.9951992
394,1,10,2,9,0.02,2,1.8100684363636366
395,1,10,2,10,0.02,2,1.6563873333333332
396,1,5,3,5,0.02,3,1.8642975714285714
397,1,5,3,6,0.02,3,1.6544447142857142
398,1,5,3,7,0.02,3,1.4868078999999998
399,1,5,3,8,0.02,3,1.3498693333333334
400,1,5,3,9,0.02,3,1.2359310545454545
401,1,5,3,10,0.02,3,1.1396612727272728
402,1,6,3,5,0.02,3,2.242104142857143
403,1,6,3,6,0.02,3,1.990233095238095
404,1,6,3,7,0.02,3,1.7887600666666665
405,1,6,3,8,0.02,3,1.624058884848485
406,1,6,3,9,0.02,3,1.4869641090909091
407,1,6,3,10,0.02,3,1.3711026993006994
408,1,7,3,5,0.02,3,2.61894895
409,1,7,3,6,0.02,3,2.325847433333333
410,1,7,3,7,0.02,3,2.0909173966666668
411,1,7,3,8,0.02,3,1.8986354593939394
412,1,7,3,9,0.02,3,1.738465790909091
413,1,7,3,10,0.02,3,1.6030418083916085
414,1,8,3,5,0.02,3,2.9937988
415,1,8,3,6,0.02,3,2.6605989333333335
416,1,8,3,7,0.02,3,2.3927977333333335
417,1,8,3,8,0.02,3,2.1732483975757577
418,1,8,3,9,0.02,3,1.9901731054545455
419,1,8,3,10,0.02,3,1.8352762965034968
420,1,9,3,6,0.02,3,2.9937988
421,1,9,3,7,0.02,3,2.6939189199999998
422,1,9,3,8,0.02,3,2.44754704
423,1,9,3,9,0.02,3,2.2418230581818186
424,1,9,3,10,0.02,3,2.0676038601398603
425,1,10,3,7,0.02,3,2.9937988
426,1,10,3,8,0.02,3,2.7211807272727273
427,1,10,3,9,0.02,3,2.4931526545454545
428,1,10,3,10,0.02,3,2.299822195804196
429,1,5,4,5,0.02,4,2.2123928253968255
430,1,5,4,6,0.02,4,1.9888135809523808
431,1,5,4,7,0.02,4,1.8059024242424244
432,1,5,4,8,0.02,4,1.6535580606060607
433,1,5,4,9,0.02,4,1.5247497510489512
434,1,5,4,10,0.02,4,1.4144387572427572
435,1,6,4,5,0.02,4,2.658712285714286
436,1,6,4,6,0.02,4,2.390920609523809
437,1,6,4,7,0.02,4,2.171589503030303
438,1,6,4,8,0.02,4,1.9887459636363638
439,1,6,4,9,0.02,4,1.8340438545454547
440,1,6,4,10,0.02,4,1.7014892387612388
441,1,7,4,5,0.02,4,3.1038654222222224
442,1,7,4,6,0.02,4,2.7922582266666667
443,1,7,4,7,0.02,4,2.5368615612121213
444,1,7,4,8,0.02,4,2.323786193939394
445,1,7,4,9,0.02,4,2.143379916083916
446,1,7,4,10,0.02,4,1.9887118853146855
447,1,8,4,5,0.02,4,3.5481319111111116
448,1,8,4,6,0.02,4,3.1927187200000002
449,1,8,4,7,0.02,4,2.901474724848485
450,1,8,4,8,0.02,4,2.6583992824242424
451,1,8,4,9,0.02,4,2.4524835356643355
452,1,8,4,10,0.02,4,2.2758528959040962
453,1,9,4,5,0.02,4,3.9923984000000003
454,1,9,4,6,0.02,4,3.59255856
455,1,9,4,7,0.02,4,3.2654168727272728
456,1,9,4,8,0.02,4,2.9924602618181817
457,1,9,4,9,0.02,4,2.7611872760839162
458,1,9,4,10,0.02,4,2.5627348715284715
459,1,10,4,6,0.02,4,3.9923984000000003
460,1,10,4,7,0.02,4,3.6289076363636363
461,1,10,4,8,0.02,4,3.325998666666667
462,1,10,4,9,0.02,4,3.069430662937063
463,1,10,4,10,0.02,4,2.8492568151848157
464,1,5,5,5,0.02,5,2.4901597539682543
465,1,5,5,6,0.02,5,2.2618205844155845
466,1,5,5,7,0.02,5,2.0714380176767677
467,1,5,5,8,0.02,5,1.910330341880342
468,1,5,5,9,0.02,5,1.7722658451548452
469,1,5,5,10,0.02,5,1.6526568158508161
470,1,6,5,5,0.02,5,2.991355476190476
471,1,6,5,6,0.02,5,2.7179759913419916
472,1,6,5,7,0.02,5,2.489898287878788
473,1,6,5,8,0.02,5,2.296762778554779
474,1,6,5,9,0.02,5,2.1311488771228775
475,1,6,5,10,0.02,5,1.9875956643356647
476,1,7,5,5,0.02,5,3.4915986
477,1,7,5,6,0.02,5,3.1732620666666667
478,1,7,5,7,0.02,5,2.907678522727273
479,1,7,5,8,0.02,5,2.682719934731935
480,1,7,5,9,0.02,5,2.4897413566433566
481,1,7,5,10,0.02,5,2.3223981995337994
482,1,8,5,5,0.02,5,3.9913984000000005
483,1,8,5,6,0.02,5,3.6279076363636364
484,1,8,5,7,0.02,5,3.32481058989899
485,1,8,5,8,0.02,5,3.068113933177933
486,1,8,5,9,0.02,5,2.8478887912087916
487,1,8,5,10,0.02,5,2.6568768261072258
488,1,9,5,5,0.02,5,4.4911982
489,1,9,5,6,0.02,5,4.0822710909090905
490,1,9,5,7,0.02,5,3.7414985000000005
491,1,9,5,8,0.02,5,3.4530222545454548
492,1,9,5,9,0.02,5,3.205581190809191
493,1,9,5,10,0.02,5,2.9909657510489516
494,1,10,5,5,0.02,5,4.990998
495,1,10,5,6,0.02,5,4.536634545454545
496,1,10,5,7,0.02,5,4.1579983333333335
497,1,10,5,8,0.02,5,3.8376138461538467
498,1,10,5,9,0.02,5,3.5629055664335665
499,1,10,5,10,0.02,5,3.324689316017316
500,1,5,6,5,0.02,6,2.7169759913419917
501,1,5,6,6,0.02,6,2.4888982878787878
502,1,5,6,7,0.02,6,2.2957627785547787
503,1,5,6,8,0.02,6,2.1301488771228776
504,1,5,6,9,0.02,6,1.9865956643356644
505,1,5,6,10,0.02,6,1.860993596153846
506,1,6,6,5,0.02,6,3.26317505974026
507,1,6,6,6,0.02,6,2.9900755255411258
508,1,6,6,7,0.02,6,2.758762954312354
509,1,6,6,8,0.02,6,2.560334307559108
510,1,6,6,9,0.02,6,2.3882601353846153
511,1,6,6,10,0.02,6,2.237635958741259
512,1,7,6,5,0.02,6,3.808653018181819
513,1,7,6,6,0.02,6,3.490457542424243
514,1,7,6,7,0.02,6,3.2210210717948713
515,1,7,6,8,0.02,6,2.9898920130536135
516,1,7,6,9,0.02,6,2.7894317504895105
517,1,7,6,10,0.02,6,2.613919168881119
518,1,8,6,5,0.02,6,4.353889163636364
519,1,8,6,6,0.02,6,3.9903984
520,1,8,6,7,0.02,6,3.682742487645687
521,1,8,6,8,0.02,6,3.4189016785880795
522,1,8,6,9,0.02,6,3.1900965236363636
523,1,8,6,10,0.02,6,2.989764137062937
524,1,9,6,5,0.02,6,4.899125309090909
525,1,9,6,6,0.02,6,4.490198200000001
526,1,9,6,7,0.02,6,4.144182953846154
527,1,9,6,8,0.02,6,3.8475426541458546
528,1,9,6,9,0.02,6,3.5903580688111885
529,1,9,6,10,0.02,6,3.3652109496503497
530,1,10,6,5,0.02,6,5.444361454545454
531,1,10,6,6,0.02,6,4.989998
532,1,10,6,7,0.02,6,4.605536615384616
533,1,10,6,8,0.02,6,4.2759982857142855
534,1,10,6,9,0.02,6,3.9903611980019984
535,1,10,6,10,0.02,6,3.7403592422577425
536,1,5,7,5,0.02,7,2.905678522727273
537,1,5,7,6,0.02,7,2.680719934731935
538,1,5,7,7,0.02,7,2.487741356643357
539,1,5,7,8,0.02,7,2.320398199533799
540,1,5,7,9,0.02,7,2.1739220903846155
541,1,5,7,10,0.02,7,2.044657416289593
542,1,6,7,5,0.02,7,3.4894575424242427
543,1,6,7,6,0.02,7,3.220021071794872
544,1,6,7,7,0.02,7,2.9888920130536136
545,1,6,7,8,0.02,7,2.7884317504895106
546,1,6,7,9,0.02,7,2.612919168881119
547,1,6,7,10,0.02,7,2.4579790235294117
548,1,7,7,5,0.02,7,4.072698366666667
549,1,7,7,6,0.02,7,3.758645615151515
550,1,7,7,7,0.02,7,3.4893333434731937
551,1,7,7,8,0.02,7,3.255794055944056
552,1,7,7,9,0.02,7,3.0513230473076924
553,1,7,7,10,0.02,7,2.8708038032496916
554,1,8,7,5,0.02,7,4.655798133333334
555,1,8,7,6,0.02,7,4.296967507692307
556,1,8,7,7,0.02,7,3.9893549976689977
557,1,8,7,8,0.02,7,3.722676782097902
558,1,8,7,9,0.02,7,3.489235419020979
559,1,8,7,10,0.02,7,3.2831590088029623
560,1,9,7,5,0.02,7,5.2388978999999996
561,1,9,7,6,0.02,7,4.835213446153846
562,1,9,7,7,0.02,7,4.489198200000001
563,1,9,7,8,0.02,7,4.189292278601399
564,1,9,7,9,0.02,7,3.926821061818182
565,1,9,7,10,0.02,7,3.695158074454957
566,1,10,7,5,0.02,7,5.821997666666666
567,1,10,7,6,0.02,7,5.373459384615385
568,1,10,7,7,0.02,7,4.988998
569,1,10,7,8,0.02,7,4.655798133333334
570,1,10,7,9,0.02,7,4.364231974125874
571,1,10,7,10,0.02,7,4.106931437474291
572,1,5,8,5,0.02,8,3.065113933177933
573,1,5,8,6,0.02,8,2.8448887912087915
574,1,5,8,7,0.02,8,2.653876826107226
